task_id	task_path	qualifying_status_evidence	extracted_resolved_commit_ids	baseline_ancestry	unresolved_non_commit_tokens	disposition_or_canonical_reference
T-0012-1-cleanup-enforcement-baseline	build-protocol/tasks/T-0012-1-cleanup-enforcement-baseline/TASK.md	Status: Complete; ready to merge into parent corrective branch	a65ac4d8bfbacce9397592ba5b9b125a5f02c95e	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-11-missing-details-example-readiness	build-protocol/tasks/T-0012-11-missing-details-example-readiness/TASK.md	Status: review complete; ready for main integration	3901ec4f988ab5db08fbad8f9a6f1742d11e17e9,8804e93cbf25409ca2c840e2b352a8435c2fedc8,1a7b6c8ca7f1c7d05a3ff3a7f06b9005df73c5bb,cb46983b8f8dc566d190a33d24bac6ad7f874770,413c5f730685fab76127b9b487ff5d7499e2dee6,764b9463c22715fd098285edfd6717cd81f8121c,a0c6ddea67dc2ff912e7a03d9290a166f1796bb7,9174df83c212b676ce2a38389076806b88eb4291,c9ed81d62f58154170c21b1f36e79e63070a504c,6cdd7604d835a1cf76805d4ab838671304ab0a7b	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-11a-aggregate-command-execution	build-protocol/tasks/T-0012-11a-aggregate-command-execution/TASK.md	Status: round-2 review fixes complete; verification passed with escalated coverage	8804e93cbf25409ca2c840e2b352a8435c2fedc8	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-11c-projection-list-queries	build-protocol/tasks/T-0012-11c-projection-list-queries/TASK.md	Status: complete	8caec30f601b9decffa0edc8b9cdeccbe83caddc,4102284fd0bf6608015e7ab194e9627126109e7a,764b9463c22715fd098285edfd6717cd81f8121c,a0c6ddea67dc2ff912e7a03d9290a166f1796bb7	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-12-to-do-example	build-protocol/tasks/T-0012-12-to-do-example/TASK.md	Status: complete	89868e9fab9153e9352d745da220b8e8f88f66bc,3cc86250a0f843d852c89c21c353a2a81735a0d5,63f8e9f4689d50ce29addbdcbf4ea576ea0f3c11,e27b033f1c8b29ae7d02ee486b2aca208e614eb9,6d829108f247e70085c5678b684d88944acc1cb2,064a95dc761480b1bdf2025d28dbf6c9b64034e1,ea2a4abc941188fdf8fa1e9b8d933fc4041570ef,d00b1898e00aab7f70cb92c3605f6a6a2da58ab1,a410407035b08aca559a82b08df20666dd4c177b,eb226951bf6846c231e5db535454ea36b9fbf3fc	all-resolved-commits-are-baseline-ancestors	019f31b8,aeb6deea028b,019f31c3,9cf59bd6248d,019f31c7,56f0ca99abb0,448cc8020849,6120702b3764,eb413055e15e,69405cf06aaa,6355ed82c43f,d18db922c2fc,6cec938b84ca,2d7388b5c24b	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-12b-create-task-flow	build-protocol/tasks/T-0012-12b-create-task-flow/TASK.md	Status: complete	775aa4764a038218583f2d4a47b8704f852252cd,a784ea5ad400d7587f1e2353fb5d481441d7ece1,27536272e147d2917c3faf9e8f69295d6e3cfdb9,61acd942da0156a24648fb338c4ee8423344f2aa,1dd62c8b2c897e7cf5e8e2f8665b69784cf1030a,afe516254b192570e07eae6c5dea9477e918463e,e95cd02ea14f5387fb4378fa3ee5102ddcbc4997,0c25fce9dd55c457b5cf8a598a84d42e26192594,48a3635b629f471cf7b5e19f454435360acd7c69,63f8e9f4689d50ce29addbdcbf4ea576ea0f3c11	all-resolved-commits-are-baseline-ancestors	019f3241,15bdb454b653	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-12c-task-operations	build-protocol/tasks/T-0012-12c-task-operations/TASK.md	Status: complete	fc7140894e4d9db6864e497aa3447e1970ce1e23,8ab4b5ca73375a0b32134cf7f293196511e29679,3ee5c1a4e25695517176ca06487a972166e0a2ab,b6495bbfd6c6ef7cbd0637047e6c393538f978e9,6fea638894637392b399ace04e4889a3fbc42ab0,7ed30a32b96a12dd2e5ec0e45617b5553faf6707,2cb0cf8330a50f1de6350b2534edf12b17769634,05bceb5e01c2a0feb03e795fd82fdfba00c15f18,85909a7f80666fded5a2c649ebdb24e6b1d56c45,f4d48e281a5895c201cc2a2e29151bc01b59888c,c098f0c27b02d2d3e3303846ce1cbb44f7ee0cb1,67f6625350dd7769169142e81332978700f95fb8,166680e1ed63fcebfce4d7b515462f893179dd72,3717ea96d2e5d7f6fd9fa78113d3d1aa583ea6c9,0fe6070db7c6a28c048ec1002cc39b1119df97db,e27b033f1c8b29ae7d02ee486b2aca208e614eb9	all-resolved-commits-are-baseline-ancestors	019f32d6,d30a3da75ea1	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-12f-runnable-server-guide	build-protocol/tasks/T-0012-12f-runnable-server-guide/TASK.md	Status: complete; ready to merge	230452d71fc9564f93503d634aa9565f56889152,21c3c27a8e329f4b8a664e9b1283a8033080f341,995e84230d79ae45b46311b64282c7c1597c84dc,9872e7dd2b6a8fc8c391e041d93030055b7ecc72,21470bcd947555a6339ae0efe4f1cef476b3c166,fe46d2a65dce7f69c1e118d9bb08cc841d3d0695,1dc0969a50006e90f793dbee8fd3ac57fdbb60da	all-resolved-commits-are-baseline-ancestors	019f33cd,60b7e5045c5d,cceeded	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-2-source-folder-repack	build-protocol/tasks/T-0012-2-source-folder-repack/TASK.md	Status: Complete; ready to merge into parent corrective branch	480feb02ebde00e03f13a30162d31b9f427e7d18	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-3-shrink-runtime-abstractions	build-protocol/tasks/T-0012-3-shrink-runtime-abstractions/TASK.md	Status: Complete; ready to merge into parent corrective branch	cb5ace33753fe1f6ceb80f55b50fe5ad3e6ed54c	all-resolved-commits-are-baseline-ancestors	019f1f12,3a2b5cc3740a	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-5-buses-handler-registration	build-protocol/tasks/T-0012-5-buses-handler-registration/TASK.md	Status: Complete; verified and ready for parent integration	746e86293bab94697df038ee6230688b91765591	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-6-bounded-context-assembly	build-protocol/tasks/T-0012-6-bounded-context-assembly/TASK.md	Status: complete; verified and ready for parent integration	e0a6f5eb3048adffdba385a1009db1d3b38c2601,db69bdf18c9a6fc2c62b033b840f250093280c5d	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-7-entities-repositories-routing	build-protocol/tasks/T-0012-7-entities-repositories-routing/TASK.md	Status: integrated into `task/T-0012-cleanup-replan`	6614489d36b102e69c0469821ce48a5348b80a2f	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-7b-aggregate-storage-routing	build-protocol/tasks/T-0012-7b-aggregate-storage-routing/TASK.md	Status: complete	77492b9289d2f575e1ccd5411b276d44bb468b59,822d35888f936c3ae41112c324493f9ed4aef50c,d7b924514f5239cfbb2966a927126feca9cce295,86b287e74dd2ff1ef7f1b3e4aa34063b62bed1c7,973a3f66df3dbbfa6105ae56462fe8aa9046d110,fc6c31d7d1e7fa52d1c9e03c37e40efa734771d3,2c70c67f953d51c5dd6421289da20a3c1cc63c52,083feaa51de234a12d2a3f4912e6c3c363d3c440,45842a6e8e1dcecda424d529911c054a0988a5ad,e2ad18da54054d3f11a919734ac64db20e77edfd,f61361722e02df5d9c5e0c2a01532a1501f1d20e,70f45d5125f53fa28b6ad90af170696705413351,6c514df2f914ded7cc57fb96a93f0b1af59e7753,3bb394524fed7db3ab3986c85bb439ed9fc2f50a,99977ba464e17ba2a7b5c04588477ea9789bd600,80afb8fbe99ed7491c5c9e822092a6d00b311fd4	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-7c-integration-verification-fix	build-protocol/tasks/T-0012-7c-integration-verification-fix/TASK.md	Status: complete	e7a7c824675fba98e97da9ea3721463b9167ac06,55f64606d47d98e8c79cb126bf33c7f635fea14d	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-8-delivery-inbox	build-protocol/tasks/T-0012-8-delivery-inbox/TASK.md	Status: complete. Implementation and required review loop are complete through	0d6089a3b3f038e87e0506ebb0eba5f640e4029a,de3ccc7174d5b1967ca30ec7afbf2bbd083cbc00,0f7986aa7c3f1e7bb85e7d459a71affa9e85307e,c2553cfdccee3ece49b5c0bcb0becaec17ec05f1,59a65308fef318c4e3409328a72f331904948425,76e9132155eaace2e6520edb2b6250b983cf3bd4,60c541291000c960400d77417972591699af2b92,d0d5e0d271a5f61a62e34abe5fe7c1ca79f5564e,f74df5dc3b6508480c1bbbeec9aec3df8aa0a694,05f2ca733bca2d5395425b4cf5f4b673f1888da8,f924a174f0cf479d23e2d9674cff6a8a545b662e,d8cfb5b980522a683c81e33229061a70f69b216f,18799168cdda951de4f72914bba0d7a15edcd655,e7f7b054900635843a21fb32a8e3bbdc4ff4e846,8a468ff954ff976606cc9e49c2619484d88aa61e,65e5c72fa1265c53b23c7f68549a6e0a285afd52,7ddf9f5b1ae5dbc92c039bb6cbf3b95991f57c49,1d4db77445733225e8f10cd365da38fe331f5ff9,b5fa82adb89cf9fda248636fdb7d0af603028e68,d419fd8d3ce63894bceb5dd94429f9bcd549b477,fce80b2e4089f078928543643d1cecd1bd5c3a3b,7076ac1ad69482c668791cdee42748191e7e9ea8,c0c319bb036c8a05523a885b9ddbdc34051baea0,4a97dd9bb8a57adf81172cfa7d868211dafda2af,0efeccb41045834ae3165ff5f8f3c2bce45c6c9e,72df1a47aa71d9397103f7c215dac4d9380b2799,3a05e4bfb02af2c9c041acc31fb073507770da11,e55c26f26d5176662bd1e811b752032f1384ffa1,0235f0b882cdf055cafa0d0bfe077ebe80962891,430707711928bb2917171cac0fe87c6914788646,bc1f3a574822a0feb25a68a41573b30d1083af00,641a47a86bf94b6c89695d8422958c0c78aa5a02,e93d1657ee3bae3670b9864f1cccec6a939f2e99,cd2b13ba35999520bb89a20dde9d5840692b5142,da705d4fb6c0ff7de3f32de79dad88bef8cc2393,d3bdfaee0d0fa178ebe4a0369e3fe32079fe3a23,855e54ead0242cd1ec1a0187f121bd9ae1caf910,5a00b3007918ac082bcdf9c574a443ec05b7c2f9,dd04528665f0f1c9fb194365d025e9c4c38ce171,fdf079e033127918c27dd42e0f236001b8824d6e,c2e67c60d7bec27651cca4f5ed825116f7978a13,51530778bdc8d79aab60de4f7124be453d91aab2,8cd3cf3f8d931060f0b4e4df32cae12695f10877,d58daa4c4747c0ed461bf140b2afba776fda87d0,e5410c33434beb4b2f63e546324dc090382199fe,4b40a956e679efd083d491d7efb92b5388cd1355,9c9baf7b0dbe20e90c85edff427e725eb89f89ca,dd36ae7d7e1a047f148f3d1ba95cbf3ffe908ef3,a647db59e7f4dbdb2d975f404df711b7d95b51cd,fa7045ae9161f69d0fa46eaaac67c67da0c4f497,a4ee110068af607aab820ea00fd5ec59517e6416,a64e83ab6f263cbf333fe5f4ec5726f18ab2f941,446af5077b91da8232448da951ba0b5e1ea68470,9f26eff644e2f16ad15cc8160b535fe5aaa522dd	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-9-stand-entity-updates	build-protocol/tasks/T-0012-9-stand-entity-updates/TASK.md	Status: integrated into main	796221dc02336962c685cc1bd865c360f5eb13e0,9202b5ecccdd336bdde70c4188e7ce651131bf0e	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0012-corrective-cleanup-and-replan	build-protocol/tasks/T-0012-corrective-cleanup-and-replan/TASK.md	Status: complete	a9769d4b1ff2fbefd88c65034c9f14f25016c7bf,0d6089a3b3f038e87e0506ebb0eba5f640e4029a,2d0e34e781674a6b747a1c0c3b10705979c135ff,8e2e410b38a5719cdf6e22cbfd393508bd5ba4ce,473a4b212c528ad3f6c14608b6fb5d483af44524,a410407035b08aca559a82b08df20666dd4c177b,d00b1898e00aab7f70cb92c3605f6a6a2da58ab1,62164aa970d32e01b8fcadfbbfe7e914e832be30	all-resolved-commits-are-baseline-ancestors	019f1e60,223d6928f739	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0014-end-user-api-invariants	build-protocol/tasks/T-0014-end-user-api-invariants/TASK.md	Status: complete	cfc950c6f4fcc19f9e6d877b5e395ac689e76f62,0066de5a2583281f577212776e3d89094b1ee06f,7c7b27f90d87ad639490ea169e5bc11e81bb4351	all-resolved-commits-are-baseline-ancestors	019f3cb1,cd14f94b87f6,019f3cb5,5510afb6812c,019f3cbf,08897cb5ba7e,019f3d56,acd828a9a0b1,8f3ced3e33e0,a65ec48f69aa,b244c5f8911a,4687a1939017,7aba3ce27d30	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0015a-generated-registry-contract	build-protocol/tasks/T-0015a-generated-registry-contract/TASK.md	Status: complete	d40e388a7cc1d754197bb243c81e772c0e50ee7c,689ad50e0947284f75f9e4a731ba24a79bd96ed4,ebb1d746b772721e7adaa3519aeb69b1915fbb14	all-resolved-commits-are-baseline-ancestors	019f3dce,cf6a62eebfa7,019f3dd3,9710a713ad3d,cceeded,019f3ddf,593f9df387bd,efdd0aa06de8,6791599851be,3c520f936b5f,e813fd72e0a0,019f3de2,76bb2fd3c124	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0015b-registry-ingestion-api	build-protocol/tasks/T-0015b-registry-ingestion-api/TASK.md	Status: integrated to main	0d0f0eb5715065121528ab5c755bd9f4d795214f,8f8efcd96be4d24f1fff175af4bf609efe879d6c,37f7b163525f86149b8716773d4e89b71e777f4f	all-resolved-commits-are-baseline-ancestors	019f3dce,cf6a62eebfa7,019f3df6,7db33a739884	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0015c-build-analyzer	build-protocol/tasks/T-0015c-build-analyzer/TASK.md	Status: integrated to main	4b802fc89b3137745139414e0980d9df3c370bc0,89afdc11524d7dd313314cf845cea2f1acd305ac,d1a99fea037723fedf610089b1642204c766ca4f	all-resolved-commits-are-baseline-ancestors	019f3dce,cf6a62eebfa7,cceeded	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0015d-registry-generation	build-protocol/tasks/T-0015d-registry-generation/TASK.md	Status: integrated	6691f62a55e780a14340ff3e211ec072d471abfb,103f48be88d87be65bffde6aab610e1fdc742365,5e13d6d9f60d762c2382fe89ea0f59c453954954	all-resolved-commits-are-baseline-ancestors	019f3dce,cf6a62eebfa7	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0015e-runtime-discovery	build-protocol/tasks/T-0015e-runtime-discovery/TASK.md	Status: completed	df562b3c3a3fdde50bb7e567791b70a0d1efde6c,9d28aeb3f24f82337680ba4670460f2e9b7718f2,b56d60df12bd252b760f5116c9bf27e523ac67a3	all-resolved-commits-are-baseline-ancestors	019f3dce,cf6a62eebfa7	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0015f-two-arg-handlers	build-protocol/tasks/T-0015f-two-arg-handlers/TASK.md	Status: completed	1a59541beb62f7c5850906e469d0d647bab20ad4,54c9f1e797a05b2e2c02aae5c9e933f261680e2f,ef95145b6e53bb390478093eda80d4025c4bf340	all-resolved-commits-are-baseline-ancestors	019f3dce,cf6a62eebfa7,019f3eb0,10b578c692ec	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0015g-todo-generated-registry	build-protocol/tasks/T-0015g-todo-generated-registry/TASK.md	Status: completed	81c325be5005b10992cb1e79e78549e815d72bda,aaf60d2a7eef56af2b5bfa9ce619e7184dda6954,b63274c29829f94887ada8575ed5a3b48952bd3b,6a7845e655aea83894ebab14bebda457ddadf1fd	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0015h-generated-registry-closure	build-protocol/tasks/T-0015h-generated-registry-closure/TASK.md	Status: completed	0b6abf9c3d60bed67eeee53c2626f74a82467cf6,63cf7838fbefdfc2ef4f6ca6f2e87f227abe2dac,72d68fc762faf853e80e1d3eee4a87fcc830c185,1dff3e0751d815a554e43db582e037b6c6f0f3b8	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0016-framework-readiness-roadmap	build-protocol/tasks/T-0016-framework-readiness-roadmap/TASK.md	Status: integrated into `main`	b5e7deb3575c3ce1d9d7b1c48c716eea635002b0,b1dfe0750d0350e80c0bd721b21bf21eadb8ba42,ff08c5f155890df96e1aad4c659a5ee02cd5fb31,220f5dfd1fd2931d66f2c7f5d5002b72f2ba57df,5e470a6cd2567c070b7be1c66eaf2c07bc95473a	all-resolved-commits-are-baseline-ancestors	019f3f3a,54e3171edb84,019f3f40,b45e729a7628	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0016a-verification-gate	build-protocol/tasks/T-0016a-verification-gate/TASK.md	Status: integrated into `main`	f8a95d5f13fc8bda50da381c9b0fd7f07d7dbf9f,277a6a23f96d037b3ed7a141758d96ee50211194,f8ca8fb221cb41216d63622edc597ab5549adf51,19319456ef4b8625f7d48ec4622e0632317073db,b962ba1171928b9fed714c7d70620a478ea4322a,02d6bcb55f9d3e99b3c93dd9a8516ee7fac363e3	all-resolved-commits-are-baseline-ancestors	019f3f4c,133f0ba857d0	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0016b-framework-owned-assembly	build-protocol/tasks/T-0016b-framework-owned-assembly/TASK.md	Status: integrated into `main`	08d8f0ef5c9c3ef760ed39d89fe9658e32192117,d7ee7e8bff34da3a1898d4ac9f6ddc3aa2d83089	all-resolved-commits-are-baseline-ancestors	cceeded	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0016d-subscription-semantics	build-protocol/tasks/T-0016d-subscription-semantics/TASK.md	Status: complete; integrated to main	a7c3a5cd9b19a9096683460ae92c85bd8fd1478a	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0016e-delivery-worker	build-protocol/tasks/T-0016e-delivery-worker/TASK.md	Status: complete; integrated to main	f226fdad9370573c4596194e70890e9236cb0e19	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0016f-local-runtime	build-protocol/tasks/T-0016f-local-runtime/TASK.md	Status: complete; integrated to main	f86bd6ae704ed44b96de3cbf72d8125fa8d3d948	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0016h-todo-final-readiness	build-protocol/tasks/T-0016h-todo-final-readiness/TASK.md	Status: DONE	2966c261f23c3d800e5c71793e96af696ee009ba	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0016i-release-readiness	build-protocol/tasks/T-0016i-release-readiness/TASK.md	Status: complete	4430c9b5c8364f4f93b7dda2f0cf02427a4401c7	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017-closure	build-protocol/tasks/T-0017-closure/TASK.md	Status: complete	d0241fed61cfe75f3b303dde757de0fc333c4740	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017-runtime-gap-roadmap	build-protocol/tasks/T-0017-runtime-gap-roadmap/TASK.md	Status: complete, integrated	c0c36db55e8db3df4d1bb67d3c20257a83c3cec4	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017a-read-side-catch-up	build-protocol/tasks/T-0017a-read-side-catch-up/TASK.md	Status: complete, integrated	5b148450a1fb4e5ddfe808075baa9901049af568	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017b-query-execution	build-protocol/tasks/T-0017b-query-execution/TASK.md	Status: complete, integrated	8dd37cab19a7d881041af29e493528be8b0f87f7	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017c-subscription-matching	build-protocol/tasks/T-0017c-subscription-matching/TASK.md	Status: complete, integrated	1892fef5f0a4cee4032f0cb0ea54a6ba7153b8d7	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017d-event-subscriptions	build-protocol/tasks/T-0017d-event-subscriptions/TASK.md	Status: complete, integrated	3638e7c897cf2bce40cfeaffa5eab8c8bb90dacb	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017e-reactor-commanders	build-protocol/tasks/T-0017e-reactor-commanders/TASK.md	Status: complete, integrated	0a18a3cdca5ef2bbbaf9d40735e4b3b19e32caa5	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017f-process-manager-runtime	build-protocol/tasks/T-0017f-process-manager-runtime/TASK.md	Status: complete, integrated	52e287f9e623c6dc6adadc68aa9e3d07478c3704	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017g-delivery-inbox-handoff	build-protocol/tasks/T-0017g-delivery-inbox-handoff/TASK.md	Status: complete, integrated	5a605178d71b56227bab9b94b47795f5b16870d8	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017h-delivery-scheduler-retry	build-protocol/tasks/T-0017h-delivery-scheduler-retry/TASK.md	Status: complete, integrated	35134c337bc6bbb52d5591e2f70737a5a63aebc2	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017i-durable-subscription-recovery	build-protocol/tasks/T-0017i-durable-subscription-recovery/TASK.md	Status: complete, integrated	056626cb8767553462a42648780eb6444318395f	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017j-system-context-tenant-index	build-protocol/tasks/T-0017j-system-context-tenant-index/TASK.md	Status: complete, integrated	11aef98a9984836ab6991ab4b2e3e512068cf27b,1d10036197a6f8b31ecf2fb1236db3d0854bbe84,f5d782d74adf765501a0c067d940d62605ddaa24,5688bd94afd534e8bb2b164ac7990410cd126fe4	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017k-production-server-runtime	build-protocol/tasks/T-0017k-production-server-runtime/TASK.md	Status: complete, integrated	310bc6a97f3272441755101c24cfb457205e04ac,50802e0629b0a7c4949e42fc6aaedebac7afdde1,fa5d4069e625cdcd3af9c14f922e9a0cbb8a0a27	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017l-zmq-endpoint-topology	build-protocol/tasks/T-0017l-zmq-endpoint-topology/TASK.md	Status: complete, integrated	b53a3c3eb644754210ad693abf98523ae6e839ef	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017m-production-parity-docs	build-protocol/tasks/T-0017m-production-parity-docs/TASK.md	Status: complete, integrated	dc0c69f6471f398bc8b76cacd7e20d14d75090a4	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0017n-verification-typecheck-fix	build-protocol/tasks/T-0017n-verification-typecheck-fix/TASK.md	Status: complete, integrated	f72daaaa7211d267c799b0168f294681bd6d5748	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0018a-runtime-signal-metadata	build-protocol/tasks/T-0018a-runtime-signal-metadata/TASK.md	Status: integrated on main	a8f0e4288efc33b8615517ec2bb2fba4582f9258	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0018b-runtime-metadata-adoption	build-protocol/tasks/T-0018b-runtime-metadata-adoption/TASK.md	Status: integrated on main	e62de1a300124a169e95476ecb7c4d8d53a776c2,9647963fcdafc3a0ff8557e1c08bae3164608fbd,348ff95a52e1551e08e06023df13df811e2f00d2	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0018c-generated-registry-react-void	build-protocol/tasks/T-0018c-generated-registry-react-void/TASK.md	Status: integrated on main	d3d66e63596730e8930f18f052f46357cb1bd160,d07e0a3fb7af8b178c7b821c8efa3761d3f8a4a5,afe530afb36e2fa06668530bd73149d4815fc6af	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0018d-generated-registry-descriptor-roles	build-protocol/tasks/T-0018d-generated-registry-descriptor-roles/TASK.md	Status: complete	f761ca4b84fa61da70fdf70f24b0b5c36a857428	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0018e-runtime-metadata-registry-docs-closure	build-protocol/tasks/T-0018e-runtime-metadata-registry-docs-closure/TASK.md	Status: complete; integrated to `main`	ae4a097e7faa43088fce991d608cc4a8382d0795	all-resolved-commits-are-baseline-ancestors	019f482d,5dff71711f84	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0019-semantic-tag-runtime-registration	build-protocol/tasks/T-0019-semantic-tag-runtime-registration/TASK.md	Status: complete; integrated to `main`	96f3b7047d5de67f2ae8f4f1be66139e7731caf5	all-resolved-commits-are-baseline-ancestors	019f4849,64850236e82f	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0020-server-environment-context-assembly	build-protocol/tasks/T-0020-server-environment-context-assembly/TASK.md	Status: complete; integrated to main	-	no-resolved-commit	019f4879,312ac8226c07	record-only/no-commit-evidence
T-0021-status-reconciliation	build-protocol/tasks/T-0021-status-reconciliation/TASK.md	Status: complete	27c9162f138d5f2617ea43743a8efb6b052d8478	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0022a-projection-inbox-handoff	build-protocol/tasks/T-0022a-projection-inbox-handoff/TASK.md	Status: complete; integrated to main in `b07f3c2`	b07f3c2b401a1d473f536687fd9c8455c5e01e55,7799d88297e124ada700233ce2abe57afc5e01ed	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0022b-process-manager-event-inbox-handoff	build-protocol/tasks/T-0022b-process-manager-event-inbox-handoff/TASK.md	Status: complete; integrated to main with post-merge verification passed	eccbbb1511363591f4fe86a2cce56b9c6d8261b1,2fd6aacedadbde1092920f568954b2f24b1ab740	all-resolved-commits-are-baseline-ancestors	019f4930,0b103599ba85	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
T-0023-status-reconciliation	build-protocol/tasks/T-0023-status-reconciliation/TASK.md	Status: complete	65c900e5b8148fc2c7a23db3b8f2a2a701b84164,2fd6aacedadbde1092920f568954b2f24b1ab740	all-resolved-commits-are-baseline-ancestors	-	baseline@e6bdc0653a55c5c09a1af3742e74626b81c43217
